Entry	Entry name	Glycosylation
Q9SIS4	IP5P9_ARATH	
Q9M9P4	HDG8_ARATH	
Q9SYZ0	KCS16_ARATH	
Q9SU05	KIB1_ARATH	
F4JQ51	KN7I_ARATH	
Q1JPL4	NDB1_ARATH	
Q8S8T8	PCR10_ARATH	
Q9LSQ6	PBP1_ARATH	
Q9S728	PDF1_ARATH	
P0DI19	PHF5A_ARATH	
Q9LVD4	ORP4C_ARATH	
Q9LQQ9	MPK13_ARATH	
Q8LAA6	PIP15_ARATH	
Q9LZW2	OFP1_ARATH	
O22264	MYB12_ARATH	
Q9SI03	MTP12_ARATH	
Q9SQZ9	PITH1_ARATH	
Q94C59	PATL4_ARATH	
Q8RY89	PI5K8_ARATH	
Q9M2D9	MYB17_ARATH	
Q9XEX2	PRX2B_ARATH	
F4HY61	NAC10_ARATH	
Q9SKT7	NDB4_ARATH	
P49209	RL91_ARATH	
Q9T0I8	MTN1_ARATH	
Q9M9B4	NDBAA_ARATH	
O64682	PID_ARATH	
Q9T030	PBER1_ARATH	
Q9ZVY7	OBP1A_ARATH	
Q9SL42	PIN1_ARATH	
Q9T0I5	PRP4_ARATH	
Q9C723	NADE_ARATH	
Q8L5W7	PIF6_ARATH	
Q0WMZ5	OP162_ARATH	
O49840	PBL3_ARATH	
Q9FFD5	RIC4_ARATH	
Q42351	RL341_ARATH	
P0DKI4	PUX14_ARATH	
Q8VXX4	RFC3_ARATH	
Q93ZX1	RFC4_ARATH	
P46286	RL81_ARATH	
Q6J9S1	RA211_ARATH	
Q93ZY2	ROGF1_ARATH	
Q8LFW5	HTT1_ARATH	
Q8GUI6	JMJ14_ARATH	
P46602	HAT3_ARATH	
Q9LHQ5	H2A2_ARATH	
Q5BPZ5	LAZH2_ARATH	
F4IZM8	HUAL3_ARATH	
Q8W4D6	HC173_ARATH	
F4IPE3	IDD15_ARATH	
Q9SR93	LMBD1_ARATH	
Q84K70	HIP31_ARATH	
Q8LDF9	HMGB7_ARATH	
Q9ZRW8	GSTUJ_ARATH	
Q9C7J6	HIP35_ARATH	
F4I1X0	HIP41_ARATH	
Q9ZQP6	INT3_ARATH	
Q93WJ9	KAN1_ARATH	
Q9LXC9	IPYR6_ARATH	
Q9FUR2	IP5P2_ARATH	
O80568	ITPK4_ARATH	
Q9C8V0	IAN6_ARATH	
Q9C969	ISS1_ARATH	
O81796	IDH3_ARATH	
Q9ZW91	KIB3_ARATH	
Q9SKE2	JAR1_ARATH	
Q9SU58	PMA4_ARATH	
O80647	PP195_ARATH	
Q39013	NAC2_ARATH	
Q5W9E7	MUS81_ARATH	
Q9CAT6	OCT1_ARATH	
Q42290	MPPB_ARATH	
Q9ZWB7	PCS2_ARATH	
Q9SZK1	PP355_ARATH	
Q8L746	NPR3_ARATH	
O81866	P2A02_ARATH	
Q9LRM7	NCED6_ARATH	
Q9LXF4	PP384_ARATH	
O82169	MORF6_ARATH	
Q9LW88	NU50B_ARATH	
F4IVV0	RIC1_ARATH	
Q96522	PER45_ARATH	
F4I5N6	RIC3_ARATH	
Q9LU60	PUS7_ARATH	
P36210	RK121_ARATH	
O80837	REMO_ARATH	
Q9SQV1	RH40_ARATH	
P42791	RL182_ARATH	
Q38903	RAC2_ARATH	
Q948K8	RAG3A_ARATH	
Q9C8S9	RH48_ARATH	
Q9M3B4	RID3_ARATH	
Q9LUW5	RH53_ARATH	
Q9LS94	RAG3F_ARATH	
O80575	RISB_ARATH	
Q1PE51	QWRF7_ARATH	
Q8LC30	RAP21_ARATH	
Q43291	RL211_ARATH	
Q8GYR4	QKIL4_ARATH	
Q56WM6	ROGFE_ARATH	
P25873	RK15_ARATH	
P93317	M630_ARATH	
Q9FK28	MEM12_ARATH	
Q9SRZ6	ICDHC_ARATH	
P93284	M150_ARATH	
Q9XFR0	KCO3_ARATH	
Q9SAA6	PPR34_ARATH	
Q9FKR0	MT878_ARATH	
Q9LU76	NSTU1_ARATH	
Q9SH60	PP103_ARATH	
Q9ASU7	PPAN_ARATH	
Q9FG72	OPT1_ARATH	
Q9LRZ4	P2C41_ARATH	
Q07098	PP2A2_ARATH	
F4JEP5	MSH5_ARATH	
Q94CL8	P2C48_ARATH	
P48578	PP2A4_ARATH	
Q8RWE9	NAT5_ARATH	
Q0WPE9	NAT7_ARATH	
Q9M9T4	PKS2_ARATH	
Q9FVS2	ORTH3_ARATH	
Q944H5	MTM1_ARATH	
Q38805	MT2B_ARATH	
O82637	P2C61_ARATH	
O80634	PNSL1_ARATH	
F4K5K6	PMIR1_ARATH	
Q9CA64	PRE3_ARATH	
F4I366	NRPA2_ARATH	
Q9M4P3	PP316_ARATH	
Q84WP6	NAC43_ARATH	
Q9M8Z5	NSN1_ARATH	
Q9SIN9	PLA13_ARATH	
Q5D869	NRPE1_ARATH	
Q94B59	PP372_ARATH	
Q94BR4	PR19A_ARATH	
Q9SIT9	NFYB7_ARATH	
Q9SY59	NFXL1_ARATH	
Q8S8P9	ORP1B_ARATH	
Q9LT72	PUS4_ARATH	
Q38942	RAE1_ARATH	
Q9FFT9	RH32_ARATH	
Q3EBD3	RH41_ARATH	
Q9SF41	RH45_ARATH	
Q9SS90	RGLG1_ARATH	
Q94AI1	QWRF2_ARATH	
Q8S8I1	QWRF3_ARATH	
Q9ZU93	PUX2_ARATH	
O48533	PYM_ARATH	
Q8LAS8	SFGH_ARATH	
Q9FFC7	SYAP_ARATH	
Q9C713	SYRC_ARATH	
Q7XZU2	SAC3_ARATH	
Q0WTB8	SGO2_ARATH	
Q8L5R3	TBCD_ARATH	
O04905	KCY3_ARATH	
Q9SRV0	KIB4_ARATH	
O82734	PP18_ARATH	
Q9LIB2	PHS1_ARATH	
O23482	OPT3_ARATH	
Q4PSJ7	NET3B_ARATH	
Q9FM96	PSL4_ARATH	
F4J7A7	PPD7_ARATH	
P32962	NRL2_ARATH	
F4KEW8	NET4A_ARATH	
Q9SUA4	OPT5_ARATH	
Q37165	NU1C_ARATH	
O04951	PP2A5_ARATH	
Q0WSH6	PP312_ARATH	
O22467	MSI1_ARATH	
Q8GXC2	PHL4_ARATH	
Q11207	PARP2_ARATH	
Q9STE1	PP333_ARATH	
F4I6E6	PRIH_ARATH	
Q9SGU3	MYB72_ARATH	
Q9FR97	MYB65_ARATH	
Q9SZI3	NPR2_ARATH	
Q9SV96	PP358_ARATH	
F4J3P7	PHLD_ARATH	
Q8W496	PTC52_ARATH	
Q9LFM6	PP375_ARATH	
Q66GP4	PP379_ARATH	
Q9FIB2	PP373_ARATH	
O81439	PAP1_ARATH	
Q8W115	PR1A3_ARATH	
Q9FNH4	NUD27_ARATH	
Q9FJE6	PP437_ARATH	
Q940A2	P2C31_ARATH	
Q04614	NU4LM_ARATH	
O22827	MOC2B_ARATH	
Q9LTI3	MPU11_ARATH	
Q9CAC5	NDHL_ARATH	
F4JF35	OEP36_ARATH	
O80536	PIF3_ARATH	
Q84LH8	PIF5_ARATH	
O49562	PDRP1_ARATH	
Q93XW5	NSP5_ARATH	
Q9M841	PEX12_ARATH	
P0CJ42	OCISA_ARATH	
Q6NPL9	PLP3A_ARATH	
Q9FIY1	PLP4_ARATH	
Q9SJZ5	RAA4E_ARATH	
Q8RWG3	RER6_ARATH	
Q8GZ84	PUB36_ARATH	
Q42202	RL40B_ARATH	
Q8LDU4	RCCR_ARATH	
Q9LET3	RBL20_ARATH	
Q9SS47	PUM4_ARATH	
Q9C6W6	TPS29_ARATH	
Q9LUJ3	RDM1_ARATH	
Q9C8B8	PUM17_ARATH	
Q9SZY4	PTR27_ARATH	
Q9FE58	RL223_ARATH	
Q9SMR2	TBCC_ARATH	
Q9ZWA2	ERF77_ARATH	
F4JUY5	GAMT1_ARATH	
Q38884	EIF3I_ARATH	
Q9FLV0	DMR6_ARATH	
Q8LFA9	METL2_ARATH	
P93290	M240_ARATH	
F4ICB6	IBS1_ARATH	
P93291	M260_ARATH	
A7XGN8	LOV1B_ARATH	
Q8LCH5	MD22B_ARATH	
Q84XV2	GTE1_ARATH	
Q9SR59	MDAR3_ARATH	
Q9FHX8	MDA3_ARATH	
O49597	HMGB5_ARATH	
Q8H0T9	KTNB1_ARATH	
Q9FJS2	HDG5_ARATH	
O04310	JAL34_ARATH	
Q9FLZ3	KIN12_ARATH	
Q9LTK3	HDG7_ARATH	
Q9FH27	KCS21_ARATH	
P43289	KSG3_ARATH	
Q9SYM1	MSL6_ARATH	
Q9LNF4	P2C13_ARATH	
Q4PSE2	NFYC8_ARATH	
Q9FJ98	RPD6A_ARATH	
A8MQL7	RLF20_ARATH	
Q3ECL0	RLF9_ARATH	
Q8GYM4	REM14_ARATH	
P47924	RIBA1_ARATH	
Q9SGT1	PUB57_ARATH	
O23225	PUB5_ARATH	
Q9AST8	ROSY1_ARATH	
P10796	RBS1B_ARATH	
Q9C9R6	PUM7_ARATH	
Q9CAG5	PUB7_ARATH	
O81902	PUB8_ARATH	
Q8GW64	PTHC_ARATH	
Q9SJY5	PUMP5_ARATH	
F4KIA8	RRC1L_ARATH	
P10797	RBS2B_ARATH	
Q9C5J3	RRC1_ARATH	
Q9SSR0	RBL5_ARATH	
F4JBM4	RBL4_ARATH	
Q6NLS8	PTHM_ARATH	
P25864	RK9_ARATH	
Q9LK61	RR10_ARATH	
Q9C6J3	FB52_ARATH	
Q9FE67	ERF80_ARATH	
O49515	ERF91_ARATH	
Q9LQB0	FB80_ARATH	
Q38913	EXTN1_ARATH	
Q42522	GSA2_ARATH	
O82155	DOF17_ARATH	
Q5XF78	GAMT2_ARATH	
O22807	GALS1_ARATH	
Q9SD38	GATA6_ARATH	
Q39080	DAD1_ARATH	
Q9LMU1	EGY3_ARATH	
P69781	GAT12_ARATH	
Q9STY7	HSD3_ARATH	
F4I096	MED13_ARATH	
Q0V7U7	LA2_ARATH	
Q9STF0	LRKS3_ARATH	
Q9LEZ4	MBP2C_ARATH	
P92565	M1370_ARATH	
Q93W77	NIFU1_ARATH	
Q8S8P6	PP180_ARATH	
Q9SGC1	PGMC2_ARATH	
O81767	PP348_ARATH	
Q9M8R7	P2C33_ARATH	
O04499	PMG1_ARATH	
Q9C8J2	NIFU5_ARATH	
Q8LAX3	PEP3_ARATH	
Q9SSB4	PRS7B_ARATH	
Q8LDU5	PP298_ARATH	
F4JIF4	NET1B_ARATH	
O64515	OCT2_ARATH	
O49680	PP324_ARATH	
Q8VZS0	PNC2_ARATH	
Q1G3U6	PCO3_ARATH	
Q9XIK0	PRIN2_ARATH	
Q9LV04	PAP14_ARATH	
Q9LS25	PP420_ARATH	
Q9LR65	P2C01_ARATH	
Q94AX5	PAM71_ARATH	
O80871	P2C25_ARATH	
Q9SYH4	NFYA5_ARATH	
Q9S810	RAA1I_ARATH	
O81270	PXG1_ARATH	
Q8H0V5	OCP3_ARATH	
Q9FIF9	RAA2D_ARATH	
Q5G5E0	PIRL5_ARATH	
Q9FFQ1	RH31_ARATH	
Q9SA27	RH36_ARATH	
F4KFT6	REML3_ARATH	
Q8S8E8	REML1_ARATH	
Q1G3Y0	RIC9_ARATH	
Q0WL81	RNL_ARATH	
Q9SYL9	RK13_ARATH	
Q39189	RH7_ARATH	
O80501	RAH1B_ARATH	
F4K4M0	QWRF9_ARATH	
Q9LX88	R15A4_ARATH	
Q9FG68	RAX1_ARATH	
Q4PSL7	RL82_ARATH	
O81242	RHL1_ARATH	
Q9FMR1	RGAP1_ARATH	
Q6DSU1	RGF2_ARATH	
B3H5J1	RGF5_ARATH	
Q9S795	BADH1_ARATH	
Q9LYS9	B561H_ARATH	
Q9LTM1	C71BM_ARATH	
Q0WRU9	FBK44_ARATH	
Q9SFE4	ERF12_ARATH	
P82624	DF246_ARATH	
Q9M365	FB331_ARATH	
Q9LN94	EXPA7_ARATH	
Q9LUP1	FBK61_ARATH	
Q9LHQ0	FBK64_ARATH	
Q9LZ99	EXPA9_ARATH	
P82760	DEF75_ARATH	
F4JL28	EBS_ARATH	
Q9FJ90	ERF25_ARATH	
Q9LUJ0	FB177_ARATH	
Q9SLN1	FPP7_ARATH	
Q9SSQ2	FB55_ARATH	
Q94AY3	DRIP2_ARATH	
Q9FNY2	DPB_ARATH	
Q9FH02	FTSH5_ARATH	
D2WL32	GLGB3_ARATH	
F4JYE9	DHFS_ARATH	
O80337	EF100_ARATH	
Q38960	LWD2_ARATH	
Q8H1S0	MIOX4_ARATH	
Q9FJU4	MIOX5_ARATH	
Q9LTZ9	GALS2_ARATH	
Q9C5Z2	EIF3H_ARATH	
A8MPR5	FTSI2_ARATH	
Q9FFD7	DSP5_ARATH	
Q84X43	FBX8_ARATH	
Q6AWU6	HOL3_ARATH	
Q9SKN6	GAT13_ARATH	
Q0WPZ7	GLE1_ARATH	
Q6R0H1	LHY_ARATH	
Q9ASQ2	MAMYB_ARATH	
Q9FV50	MAP1D_ARATH	
P92563	M1330_ARATH	
P93005	PP181_ARATH	
Q7X9B9	NLP2_ARATH	
Q5PP29	PBL4_ARATH	
Q84K90	RHIP1_ARATH	
Q0WVE8	RP6L1_ARATH	
F4I4F2	RHS3_ARATH	
O50061	RK4_ARATH	
Q9ZUH3	PUP5_ARATH	
Q9LVG3	PUM18_ARATH	
Q9LFY0	PTST2_ARATH	
Q9C552	PUM23_ARATH	
O81210	RBOHC_ARATH	
Q84JC0	RRP8_ARATH	
Q9FL92	RRS1B_ARATH	
Q9SH88	RRS1_ARATH	
Q9LQL2	PTR14_ARATH	
Q9LSE8	PTR35_ARATH	
Q8RWN5	RZ1C_ARATH	
Q9SJA6	RZ22A_ARATH	
Q8GXD9	SCO3_ARATH	
P46283	S17P_ARATH	
O82175	SUVH5_ARATH	
Q8GZ45	SYTC_ARATH	
Q94AI6	SEC6_ARATH	
Q8VZL6	SWC4_ARATH	
O23676	MGN_ARATH	
Q9SAB1	HSP7Q_ARATH	
Q9FMV4	MED30_ARATH	
F4I171	MD15A_ARATH	
P92525	M870_ARATH	
Q8VYB1	MED31_ARATH	
O64517	MCA4_ARATH	
Q84MC2	LOG8_ARATH	
Q9SSQ8	HS26M_ARATH	
Q9FK14	LEA50_ARATH	
Q6DUW8	IDL5_ARATH	
Q94AS5	ICME_ARATH	
F4KFM8	LEA65_ARATH	
Q9ZU13	JAL13_ARATH	
O80998	JAL20_ARATH	
O80735	JAL16_ARATH	
Q9FML4	LOB_ARATH	
O22898	LACS1_ARATH	
Q6NQL4	KDSA2_ARATH	
Q9T009	LACS5_ARATH	
O65272	KEA2_ARATH	
F4JGP4	KN14D_ARATH	
Q9LIQ6	ING1_ARATH	
Q9SAK2	KSB_ARATH	
Q9ZQA1	PP188_ARATH	
Q9LEY9	NHP2_ARATH	
Q8VYN6	PFKA5_ARATH	
Q9SBJ1	PDK_ARATH	
Q9LKB9	MYO6_ARATH	
O81208	OHP1_ARATH	
Q9FMS7	OFP10_ARATH	
Q9LTV4	MYB10_ARATH	
Q9FZH5	MPI2_ARATH	
Q9ZQ19	RFA2A_ARATH	
Q84WF5	PHL12_ARATH	
Q9LDZ5	PBL21_ARATH	
P14714	PHYC_ARATH	
O82204	RL281_ARATH	
Q9M1B5	RBL13_ARATH	
Q8GWU7	SKI34_ARATH	
Q9C6H3	SINL2_ARATH	
F4K5K4	TBL5_ARATH	
Q8S3U9	SEC5A_ARATH	
Q39193	SRK2I_ARATH	
F4HRS2	SWTIE_ARATH	
Q93YU5	SEC8_ARATH	
O04630	SYTM1_ARATH	
Q9FJW6	PP451_ARATH	
Q8W4Q4	MRF3_ARATH	
Q9LS45	PCR5_ARATH	
O80866	ORP1A_ARATH	
Q9FKB3	PANC_ARATH	
F4I5Q6	MYO7_ARATH	
Q08733	PIP13_ARATH	
Q56WK6	PATL1_ARATH	
Q9FF09	PIA1_ARATH	
P43287	PIP22_ARATH	
Q0WNW4	MYOB3_ARATH	
Q6EWX1	ORC4_ARATH	
Q39021	MPK1_ARATH	
P48785	PRH_ARATH	
Q944C1	PLCD4_ARATH	
Q56W08	PLCD3_ARATH	
P42339	PI3K_ARATH	
Q9C8W9	NAC30_ARATH	
O48723	PLP2_ARATH	
Q9FE79	RAA4C_ARATH	
Q9SVS0	PUS6_ARATH	
P51413	RL172_ARATH	
Q9FJR0	RENT1_ARATH	
P56792	RK14_ARATH	
Q9SUS4	RHA1A_ARATH	
Q39199	RECAC_ARATH	
Q9ZUF4	RIPK_ARATH	
Q9SUG6	PUX3_ARATH	
O22165	RLP24_ARATH	
Q9SW17	RBOHG_ARATH	
Q9FKE9	RHD32_ARATH	
Q8H1G5	REIL1_ARATH	
Q9LZN0	ROGF7_ARATH	
F4JSG3	RFA1E_ARATH	
Q8LE94	RING3_ARATH	
A2RVK7	RP41L_ARATH	
A8MRM1	RLF16_ARATH	
Q5PNY6	PUB21_ARATH	
P0C2F6	RNHX1_ARATH	
Q8GYP3	RDM4_ARATH	
Q3ED99	PUP9_ARATH	
Q9FZ95	PUP3_ARATH	
Q9LSS8	PUM19_ARATH	
P32746	PYRD_ARATH	
Q93VV5	PTR16_ARATH	
Q9CAR9	PTR20_ARATH	
Q9SIX3	RBG1_ARATH	
Q8VZE2	PTR22_ARATH	
Q9LF05	STAD3_ARATH	
F4J3S1	SGO1_ARATH	
B3LFA4	SYCC2_ARATH	
O80396	M2K3_ARATH	
P93305	M500_ARATH	
F4KAB8	MCM6_ARATH	
F4ICA0	KN8A_ARATH	
Q0WVE9	PLST1_ARATH	
P37271	PSY_ARATH	
Q42577	NDUS7_ARATH	
Q9C774	PSD7B_ARATH	
Q9SM27	MY104_ARATH	
Q9SY91	PBL15_ARATH	
Q9FFD0	PIN5_ARATH	
Q948K6	RABG1_ARATH	
O23181	PLP3_ARATH	
Q9LK99	RAA1G_ARATH	
O22788	PXG3_ARATH	
O22928	PUSH_ARATH	
Q9SR19	RAF2_ARATH	
Q9SF21	RICE1_ARATH	
Q9FPJ4	RAD2B_ARATH	
Q38912	RAC3_ARATH	
Q9SK03	RAP27_ARATH	
Q9LPV3	R27A1_ARATH	
Q94C77	RPKL_ARATH	
Q9C912	R35A3_ARATH	
Q9M385	RK17_ARATH	
Q9SVQ3	ROGF9_ARATH	
Q9FT69	RQSIM_ARATH	
Q9SY29	PUP4_ARATH	
Q9ZVT7	RRP4_ARATH	
Q84L30	RD23D_ARATH	
Q9SUT8	RBOHI_ARATH	
O03042	RBL_ARATH	
Q9FVV7	RD521_ARATH	
Q9LIS2	RBG4_ARATH	
P46032	PTR2_ARATH	
Q9M171	PTR43_ARATH	
Q9SYB0	TAUE2_ARATH	
Q9SLF3	TC132_ARATH	
O04523	TBL27_ARATH	
Q8H1R3	TBL24_ARATH	
F4IWA8	TBL41_ARATH	
Q9SMX1	SUV3M_ARATH	
Q9LSD5	TCP20_ARATH	
Q8VYP0	SCO11_ARATH	
Q9FKQ2	CAP18_ARATH	
Q93VJ4	BEE2_ARATH	
Q8W5S1	CCH11_ARATH	
Q9SRQ8	ATL51_ARATH	
Q8RX83	CSLB3_ARATH	
P93045	BSH_ARATH	
Q9XEX4	CDA8_ARATH	
Q43870	APS2_ARATH	
Q9SA37	CHX1_ARATH	
Q8LPI7	CKL4_ARATH	
Q1HDT3	CHX16_ARATH	
O49447	ADT3_ARATH	
Q8LAS7	CNBL2_ARATH	
Q6J9N8	AIL7_ARATH	
Q9LYU0	FB210_ARATH	
Q570P7	DUSL1_ARATH	
Q2V477	DEF12_ARATH	
Q9FLP7	FB294_ARATH	
Q9FLW2	FRO5_ARATH	
O22886	DCUP2_ARATH	
Q9ZPH4	DES1L_ARATH	
Q9SSQ4	FRS6_ARATH	
Q3EAR3	FB192_ARATH	
Q8L9K1	ERF99_ARATH	
Q9C6J2	FB53_ARATH	
Q56XP9	ERFL1_ARATH	
Q9ZPY0	DOF25_ARATH	
O64790	DRL17_ARATH	
Q9SH22	DRL20_ARATH	
Q9FGR8	FBD19_ARATH	
O64815	HLS1L_ARATH	
Q9FJV7	MCU4_ARATH	
P92513	M720_ARATH	
Q9LPQ3	M2K7_ARATH	
P92567	M1410_ARATH	
Q9FQ08	KU70_ARATH	
Q9FL25	KCO2_ARATH	
Q8W5R6	KN7C_ARATH	
O81908	PPR2_ARATH	
Q9LYQ4	PR1B6_ARATH	
P52901	ODPA1_ARATH	
P42742	PSB1_ARATH	
Q9SLA1	P2C22_ARATH	
Q84TF5	RHA4A_ARATH	
Q8VZB9	R10A1_ARATH	
Q8L9X2	RBCX2_ARATH	
Q9SFU1	R13A1_ARATH	
F4HTV6	RLP16_ARATH	
Q8GWR3	QKIL5_ARATH	
Q8VYC8	RIN2_ARATH	
Q8LLD4	REP_ARATH	
Q9SD82	RFA1B_ARATH	
Q6NKT5	RGAP5_ARATH	
Q9LZW3	PUB16_ARATH	
O65686	RS16A_ARATH	
O22558	STY8_ARATH	
Q8VYE4	PTR12_ARATH	
Q9M390	PTR1_ARATH	
Q8VYS2	RNZ3_ARATH	
Q9M331	PTR45_ARATH	
Q9FHK0	SKI31_ARATH	
Q8LBF7	SWET7_ARATH	
Q700C7	SPCH_ARATH	
Q9FGL2	TIP23_ARATH	
P58684	SPCS2_ARATH	
O22056	SIGB_ARATH	
Q94EH2	TI222_ARATH	
O81483	M10_ARATH	
Q9M1Z3	LSM6A_ARATH	
Q9FYH1	HAC2_ARATH	
Q93YZ7	ILVH2_ARATH	
Q9SSE9	JMJ25_ARATH	
Q9FML2	HDA6_ARATH	
Q9FFL3	LBD35_ARATH	
Q93YN9	IPPK_ARATH	
Q9FY49	LKHA4_ARATH	
O49596	HMGB2_ARATH	
Q38831	IAA13_ARATH	
Q9LTE4	HIP11_ARATH	
Q9LTE3	HIP12_ARATH	
Q9S7V4	HA22A_ARATH	
Q8LE59	IRT3_ARATH	
Q9FQ09	KU80_ARATH	
Q6DUW9	IDL2_ARATH	
Q9LMU2	KTI5_ARATH	
F4IQJ6	LCV3_ARATH	
O04312	JAL32_ARATH	
Q9LII8	KLCR2_ARATH	
Q9SBA5	ITPK1_ARATH	
P31169	KIN2_ARATH	
Q9FY48	KEG_ARATH	
F4IGL2	KN7E_ARATH	
Q9LTX4	POLLU_ARATH	
P20431	PMA3_ARATH	
Q700D9	MYBF_ARATH	
Q949S5	P2B11_ARATH	
Q944S1	RH22_ARATH	
F4IQL7	REML2_ARATH	
Q9LFN6	RH56_ARATH	
Q8W489	RAD4_ARATH	
Q9LE82	RAGP1_ARATH	
O23561	RAB1A_ARATH	
Q9SBJ6	RAC6_ARATH	
Q9SU67	RAC8_ARATH	
P59232	R27AB_ARATH	
Q8RXU5	R37A2_ARATH	
P51422	R35A4_ARATH	
B8XCH5	QKY_ARATH	
P50546	RPOB_ARATH	
O48670	RER1A_ARATH	
Q9LK37	RLF24_ARATH	
Q9LSG0	RLF25_ARATH	
A3KPE8	SDN1_ARATH	
Q0WPR6	SAU65_ARATH	
P61430	SYCP2_ARATH	
Q8W234	SEUSS_ARATH	
O64538	SAU40_ARATH	
Q8VY05	SWI3D_ARATH	
O04539	SNL4_ARATH	
Q9SUR9	SGT1A_ARATH	
Q6AWW0	NLTP9_ARATH	
Q9FJN9	PABN2_ARATH	
Q04088	POF21_ARATH	
Q8VZW1	NIP11_ARATH	
Q9LNP2	PPR47_ARATH	
O48963	PHOT1_ARATH	
O22137	PP202_ARATH	
Q9LR69	PPR8_ARATH	
Q9SN12	MYB77_ARATH	
Q9LIE7	PP246_ARATH	
Q9LYK2	NRT27_ARATH	
Q9SB67	NRT32_ARATH	
O23717	PSB5A_ARATH	
Q93VK0	PPCK2_ARATH	
Q1H5E9	PRDA1_ARATH	
Q9M316	PP292_ARATH	
O80763	NRX1_ARATH	
Q8VZE4	PP299_ARATH	
Q8LG98	OTUBL_ARATH	
Q3E7D0	NAT12_ARATH	
Q9FLF7	MYST1_ARATH	
Q9SMV7	MSH7_ARATH	
Q84JQ4	PRK2_ARATH	
Q8L7L0	OBGC_ARATH	
Q9S7I3	NLTP2_ARATH	
B9DFZ0	NTH2_ARATH	
Q9LV87	PEP1_ARATH	
Q9SUF9	PP305_ARATH	
Q9FGY9	PNG1_ARATH	
F4JXF9	NRPC1_ARATH	
Q9SLI2	NEK1_ARATH	
Q9XFS7	NLTP5_ARATH	
Q9LYV3	PP377_ARATH	
O81149	PSA5A_ARATH	
Q9FG16	PP367_ARATH	
Q9FG85	PP415_ARATH	
Q9LQN6	P2C04_ARATH	
Q9FYL8	NFD2_ARATH	
Q9LSL8	PP446_ARATH	
Q9LJG6	PANS1_ARATH	
Q570R7	PIF7_ARATH	
O64792	PIGP_ARATH	
Q0WRY5	PBL7_ARATH	
Q9SS67	PER28_ARATH	
Q8GXZ3	PBL8_ARATH	
Q9FGK5	RAA5A_ARATH	
Q9SYI0	SECA1_ARATH	
Q84WM0	RL292_ARATH	
F4J2Z7	SDR4_ARATH	
Q6S7B0	TAF5_ARATH	
O80580	MLO15_ARATH	
Q9LQM8	M2K10_ARATH	
Q9LUW0	LOX5_ARATH	
F4J117	LSF1_ARATH	
Q9LFA5	MED28_ARATH	
P0DKG7	MCC10_ARATH	
F4HZC3	GUX5_ARATH	
F4J4A1	MCC14_ARATH	
Q42523	MCCA_ARATH	
Q9SYC8	LPAT3_ARATH	
F4IS56	ILK1_ARATH	
Q9SCS6	HR4_ARATH	
Q9FLS8	MAPC1_ARATH	
P92538	M1040_ARATH	
Q9LPU6	IGMT3_ARATH	
Q9SRD4	IGMT5_ARATH	
Q9AV97	KDSA1_ARATH	
Q700D2	IDD10_ARATH	
Q9C9X7	IDD14_ARATH	
P59469	LBD34_ARATH	
Q9FL48	LNK4_ARATH	
Q9ZRA2	HGD_ARATH	
F4JRB0	HHO5_ARATH	
Q6S592	JGL_ARATH	
Q9LF46	HACL_ARATH	
P46600	HAT1_ARATH	
Q9LKJ1	HIBC1_ARATH	
Q9LR47	IP5P6_ARATH	
Q39138	LEA6_ARATH	
Q84W55	IP5PF_ARATH	
Q9CAP8	LACS9_ARATH	
Q9FGC4	JAL42_ARATH	
Q9LIF8	JAL36_ARATH	
Q93VI4	PABN1_ARATH	
F4JJE5	PSA4B_ARATH	
Q9FK33	PP427_ARATH	
Q8RX37	P2C02_ARATH	
Q39204	MYC2_ARATH	
Q42029	PSBP1_ARATH	
P45725	PAL3_ARATH	
Q4V3E2	MRG2_ARATH	
O48582	MORF4_ARATH	
Q9C9U7	RAA6A_ARATH	
Q9C9Z3	RER2_ARATH	
P42793	RM05_ARATH	
Q84J39	REM1_ARATH	
P62120	RL41_ARATH	
Q8W4B1	RCF3_ARATH	
P56755	NDHI_ARATH	
Q9S7Q2	PP124_ARATH	
O49287	PP127_ARATH	
P55826	PPOC_ARATH	
Q9M1K1	ORG2_ARATH	
O04319	PABP6_ARATH	
O80805	PHE1_ARATH	
Q43128	PMA10_ARATH	
Q9ZW86	P4H1_ARATH	
Q9LW32	PP258_ARATH	
Q9XIL5	PP154_ARATH	
Q9LPV5	NRT25_ARATH	
Q9FJH8	NRT24_ARATH	
Q84TH9	NLP7_ARATH	
Q0WN01	PP286_ARATH	
Q9S816	NPC5_ARATH	
Q9SPK4	PPCK1_ARATH	
Q9M9W9	P2C34_ARATH	
Q9LRZ6	MYRS2_ARATH	
Q9SVA5	PP357_ARATH	
O23710	PSB7A_ARATH	
Q9LZM3	PPCS2_ARATH	
Q93YU8	NRG2_ARATH	
Q9FNK4	OAT_ARATH	
Q0WL52	NPY5_ARATH	
Q9LXD7	MYST2_ARATH	
Q9FKA7	ORTH1_ARATH	
Q9FHR3	PP403_ARATH	
Q9ZVR5	PP2B2_ARATH	
F4I1T7	NP214_ARATH	
Q9FIJ2	NDUA2_ARATH	
Q84TI3	OBE4_ARATH	
Q9LKW9	NHX7_ARATH	
Q9SYN1	PEN6_ARATH	
Q8GYB8	OPR2_ARATH	
Q8GY42	NAC25_ARATH	
Q94AT1	P2C76_ARATH	
